volume,packet_size,connections
0.057791032,0.159864,0.054339845
0.111616075,0.07830554,0.040496983
0.04859745,0.12695487,0.020190893
0.10516156,0.10327081,0.11017501
0.2267854,0.09196316,0.038271096
0.15746082,0.08275319,0.029912246
0.146531,0.10605317,0.04082371
0.103533186,0.13918687,0.036887147
0.17181362,0.056839336,0.02000507
0.18564266,0.068800606,0.026087685
0.15088564,0.13150015,0.08632583
0.111882664,0.0778857,0.042654645
0.1509851,0.09384619,0.045840926
0.116508886,0.087420635,0.022874244
0.11168839,0.06098273,0.02698804
0.10328412,0.10380597,0.03271802
0.14956507,0.08034056,0.037783068
0.113966726,0.08163944,0.020297814
0.18078718,0.025892098,0.004957186
0.15413517,0.12417684,0.006241162
0.17305237,0.044003114,0.035863165
0.067648485,0.09602794,0.010020456
0.22959659,0.060354356,0.017474858
0.20016736,0.088812545,0.030332578
0.1150645,0.07055623,0.053029202
0.07974182,0.11790159,0.023610184
0.16543622,0.08111192,0.026253542
0.18704991,0.08303368,0.048738647
0.1400852,0.066615425,0.058263764
0.12619804,0.10195686,0.018858511
0.19887374,0.087545134,0.033312492
0.26193368,0.07709703,0.06393137
0.14681053,0.040017206,0.031658046
0.11746552,0.0876732,0.02445214
0.20610306,0.10066557,0.024433006
0.11974994,0.08872274,0.05832
0.13409714,0.0975237,0.014756846
0.13298394,0.06991317,0.052906964
0.1152348,0.1513514,0.08397878
0.058349796,0.06109017,0.071711674
0.11084245,0.06501235,0.036202025
0.098338716,0.066196635,0.022194795
0.08181033,0.06705238,0.041511063
0.20183556,0.10855046,0.10569841
0.14389381,0.070388794,0.053204108
0.1646271,0.1017281,0.06107803
0.16994476,0.14546527,0.11534092
0.15170303,0.100140855,0.13057522
0.10935401,0.08515915,0.034809195
0.12723285,0.06040858,0.021832502
0.15933071,0.07914108,0.017743343
0.10536818,0.08845958,0.08992499
0.14411145,0.06956591,0.020409808
0.9372775,0.44346538,0.4834484
0.24703251,0.224096,0.11866284
0.15292571,0.03344317,0.10208174
0.10652812,0.05871322,0.022836598
0.092851214,0.022983067,0.071706556
0.07593959,0.080854274,0.041009065
0.20097542,0.07029549,0.05503024
0.10157141,0.080144,0.068171434
0.11549639,0.07677908,0.016611645
0.10681163,0.046495203,0.04435666
0.12578125,0.078558914,0.038715083
0.14197938,0.056939565,0.017261406
0.16324703,0.089264125,0.016073814
0.1888516,0.17648806,0.09347307
0.14527811,0.06948509,0.15234603
0.13405241,0.07600563,0.028499112
0.17639811,0.06585233,0.047216326
0.31813008,0.15881604,0.10288314
0.1166844,0.10393921,0.11115052
0.116988674,0.096901536,0.019005239
0.34448683,0.06976633,0.056859948
0.10021041,0.10575985,0.020521428
0.08696337,0.07639116,0.081407875
0.17495002,0.13580543,0.03437287
0.26131335,0.06700437,0.054213762
0.13523504,0.039936356,0.054201502
0.113659136,0.101598606,0.014052973
0.08937004,0.05984756,0.04010544
0.111264184,0.027018039,0.007674008
0.6553787,0.47043872,0.60072726
0.16593519,0.067603774,0.045571394
0.46973687,0.18492906,0.37053978
0.14474525,0.12016862,0.022460224
0.26330608,0.0390214,0.017011363
0.21119453,0.11282056,0.024489421
0.17758903,0.0956612,0.030918013
0.16051164,0.07698256,0.196235
0.12732077,0.07837272,0.0068642977
0.19888641,0.12702237,0.17475796
0.12555243,0.062253453,0.016347755
0.14468622,0.06108481,0.05534563
0.11863947,0.06835716,0.024544863
0.2086833,0.06493556,0.106496885
0.17089008,0.08448521,0.026141588
0.15193143,0.052680746,0.055514917
0.13852343,0.059805725,0.03375022
0.17410058,0.08757591,0.093167044
