volume,packet_size,connections
0.048644997,0.15071326,0.055909887
0.06939026,0.0679842,0.020075554
0.045591243,0.087089494,0.03761512
0.09227291,0.11364826,0.07589598
0.12963188,0.091101624,0.040377825
0.12196486,0.12282263,0.014625591
0.13223325,0.09460918,0.076983236
0.09548813,0.11983569,0.042882286
0.16811088,0.105930135,0.049992587
0.16144969,0.10382984,0.02825491
0.12712654,0.064077355,0.05135221
0.09502172,0.11448935,0.015703496
0.15559767,0.08165002,0.04251242
0.122074656,0.06551921,0.019574435
0.123051904,0.05906544,0.026205257
0.11653714,0.06924899,0.02442658
0.1592262,0.09882114,0.037917208
0.14726627,0.1096021,0.051099267
0.0953309,0.06737811,0.02076529
0.1470934,0.11163087,0.023778893
0.1885727,0.0984962,0.032885116
0.1351941,0.07370431,0.019445539
0.23561469,0.07718073,0.025002247
0.25441697,0.11251579,0.022569885
0.16425714,0.059336424,0.087299936
0.1654426,0.14340676,0.036118813
0.1814496,0.0638574,0.022078475
0.1551992,0.07113115,0.05863914
0.1357002,0.07145396,0.036403514
0.13275222,0.11030982,0.034235977
0.18579528,0.119806334,0.052956145
0.2490013,0.094885714,0.1348668
0.16157264,0.07592178,0.04869626
0.17136106,0.13467176,0.037911214
0.16237691,0.10875467,0.03441416
0.1805324,0.107121184,0.1444784
0.09833923,0.057475504,0.03602054
0.14862125,0.07908936,0.06042835
0.1748539,0.10446559,0.08010474
0.11177992,0.06024367,0.073777996
0.096666336,0.06266509,0.0877284
0.09530195,0.06840397,0.033852495
0.13567244,0.09753051,0.10220808
0.38222596,0.11962772,0.32393673
0.17494805,0.16172045,0.080531135
0.14971566,0.091081664,0.034903374
0.18050732,0.07166409,0.029071363
0.2027562,0.07959977,0.0815881
0.16318017,0.07300171,0.036986932
0.117622085,0.050796527,0.027815705
0.16106533,0.08744377,0.017459933
0.22510378,0.09210167,0.10951841
0.14147946,0.038488667,0.00698998
0.985946,0.53293,0.72096574
0.16419691,0.09608853,0.06496575
0.14977916,0.09819157,0.120425016
0.21270545,0.08661241,0.010525903
0.19263354,0.021668464,0.06426181
0.1744094,0.18068063,0.074310265
0.23288187,0.09361572,0.06822339
0.11120682,0.09991731,0.048045278
0.20163527,0.045293264,0.027507653
0.20990825,0.08757639,0.027861504
0.18269718,0.12040474,0.04803737
0.094404235,0.11164099,0.0312908
0.1695018,0.07825526,0.04779227
0.14694059,0.076160885,0.020086275
0.14765616,0.07005367,0.05396172
0.14875259,0.03645814,0.05288128
0.12991647,0.078149475,0.07824218
0.2546173,0.16426986,0.21041402
0.12997837,0.07362159,0.19619183
0.10540226,0.086973324,0.029841878
0.14229894,0.05609214,0.048841983
0.110922985,0.12509137,0.037960157
0.12999271,0.11204788,0.1432031
0.19442435,0.15193357,0.016869703
0.20331593,0.091981664,0.05757783
0.26125753,0.05439135,0.02633944
0.17618927,0.18148494,0.01082775
0.16634765,0.053996745,0.030724725
0.20856091,0.056466557,0.013331261
0.9385499,0.54046977,0.6890826
0.19388574,0.03205337,0.01916299
0.6532403,0.24850772,0.24150519
0.1516785,0.06494158,0.039404932
0.25785792,0.043983664,0.008723911
0.19843008,0.10442947,0.03725434
0.11823226,0.09889558,0.042338055
0.12941323,0.045769803,0.057019006
0.15164974,0.08559723,0.014805656
0.22712994,0.11074364,0.119872436
0.22413875,0.15184242,0.027012577
0.17809948,0.067886464,0.102992624
0.22477554,0.0800483,0.0202608
0.16980751,0.08033105,0.05991116
0.25642014,0.12624635,0.019493038
0.18392654,0.065108865,0.066353455
0.1554307,0.07732626,0.028688557
0.16889723,0.06461451,0.066435724
